step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
34,TRANSFER,4356.39,C0001024,469154.47,468936.65,M0001534,89.07,4358.33,0,0,Jessica Brown
35,DEBIT,62.93,C0000838,18676.66,18673.51,M0000397,686.12,747.79,0,0,Barbara Wilson
36,DEBIT,226.7,C0000667,1640.32,1628.98,M0001387,153.08,375.25,0,0,Susan Garcia
37,TRANSFER,739.55,C0000311,2732.54,2695.56,M0001595,3032.21,3756.97,0,0,Jennifer Martinez
38,TRANSFER,463.48,C0000298,4274.24,4251.07,M0001552,596.01,1050.22,0,0,Michael Williams
39,TRANSFER,2524.14,C0001322,20.98,0.0,M0000819,10024.21,12497.87,0,0,Charles Jones
40,DEBIT,604.8,C0000392,2789.8,2759.56,M0001078,1439.21,2031.91,0,0,Susan Thomas
41,DEBIT,8330.91,C0000946,52556.01,52139.46,M0000644,220.18,8384.47,0,0,James Jones
42,TRANSFER,2063.62,C0001145,1135.18,1032.0,M0000203,146.47,2168.82,0,0,John Gonzalez
43,TRANSFER,320.26,C0000989,1240.86,1224.85,M0000684,48605.59,48919.44,0,0,Sarah Johnson
44,DEBIT,2787.11,C0000940,28339.5,28200.14,M0000301,801.61,3532.98,0,0,Charles Moore
45,TRANSFER,608.09,C0000551,524.87,494.47,M0001053,82.86,678.79,0,0,Karen Thomas
46,TRANSFER,2972.79,C0001495,22317.87,22169.23,M0001039,8595.78,11509.11,0,0,Barbara Johnson
47,DEBIT,1797.13,C0000828,472.43,382.57,M0000404,568.64,2329.83,0,0,Charles Moore
48,CASH_OUT,1050.53,C0001622,3369.49,3316.96,M0001432,5856.48,6886.0,0,0,Michael Williams
49,CASH_OUT,142.11,C0001098,13829.51,13822.4,M0000187,298.6,437.87,0,0,Joseph Miller
50,DEBIT,1526.01,C0000826,1473.69,1397.39,M0001440,314.22,1809.71,0,0,Barbara Hernandez
51,DEBIT,25257.63,C0001510,4004.66,2741.78,M0001561,210.04,24962.52,0,0,Michael Moore
52,PAYMENT,104.08,C0000975,2663.28,2559.2,M0001073,2415.28,2517.28,0,0,Jessica Anderson
53,DEBIT,1013.0,C0000685,8354.74,8304.09,M0000991,2730.47,3723.21,0,0,Jennifer Davis
54,PAYMENT,124.95,C0000550,6943.2,6818.25,M0001018,56.74,179.19,0,0,Mary Martin
55,DEBIT,1122.75,C0000834,17156.03,17099.89,M0000422,1493.5,2593.8,0,0,Elizabeth Johnson
56,PAYMENT,198.63,C0001302,3853.18,3654.55,M0001383,397.8,592.46,0,0,Karen Thomas
57,DEBIT,148.45,C0000196,2459.04,2451.62,M0001220,325.15,470.63,0,0,Patricia Gonzalez
58,TRANSFER,775.42,C0000252,861.55,822.78,M0001057,1458.85,2218.76,0,0,David Anderson
59,DEBIT,21.6,C0000115,4775.67,4774.59,M0000467,643.11,664.28,0,0,Sarah Jones
60,DEBIT,24954.64,C0001544,884.13,0.0,M0000007,51286.55,75742.1,0,0,William Thomas
61,PAYMENT,148.29,C0000008,47165.17,47016.88,M0001375,37810.18,37955.5,0,0,Barbara Garcia
62,CASH_OUT,303.93,C0000034,207511.91,207496.71,M0000936,643.17,941.02,0,0,John Johnson
63,TRANSFER,1639.33,C0000395,258.35,176.38,M0000760,2508.53,4115.07,0,0,Charles Gonzalez
64,CASH_OUT,4.35,C0000634,57630.4,57630.18,M0000328,1644.65,1648.91,0,0,Linda Taylor
65,TRANSFER,27.81,C0000024,1865.39,1864.0,M0000261,1594.55,1621.8,0,0,Jessica Martin
66,PAYMENT,217.44,C0001264,1236.84,1019.4,M0000139,871.0,1084.09,0,0,Jessica Taylor
67,TRANSFER,72.71,C0000109,1783.8,1780.16,M0001286,141.58,212.84,0,0,Mary Gonzalez
68,TRANSFER,6423.22,C0000122,474.25,153.09,M0000482,413.89,6708.65,0,0,Robert Williams
69,TRANSFER,397.59,C0000419,2220.41,2200.53,M0000448,92.82,482.46,0,0,Linda Wilson
70,CASH_OUT,947.3,C0000276,4744.33,4696.96,M0000218,1158.97,2087.32,0,0,Susan Martinez
71,PAYMENT,99.1,C0000310,7461.27,7362.17,M0000378,287.41,384.53,0,0,David Anderson
72,DEBIT,10239.96,C0000997,228.93,0.0,M0000539,24378.1,34413.26,0,0,Susan Wilson
73,CASH_OUT,33746.1,C0001523,4607.08,2919.78,M0000543,924.32,33995.5,0,0,John Moore
74,CASH_OUT,7779.21,C0001236,434.56,45.6,M0001266,325.02,7948.65,0,0,James Martinez
75,PAYMENT,1036.8,C0001509,534.34,0.0,M0000418,135.03,1151.09,0,0,Barbara Williams
76,TRANSFER,1086.73,C0000225,1588.23,1533.89,M0000899,286.84,1351.84,0,0,Charles Brown
77,TRANSFER,1037.56,C0000846,2726.34,2674.46,M0000577,5085.21,6102.02,0,0,Jennifer Anderson
78,CASH_OUT,464.91,C0000097,45.46,22.21,M0001390,318.86,774.47,0,0,Barbara Lopez
79,TRANSFER,686.91,C0000969,196.78,162.43,M0000858,983.35,1656.52,0,0,Linda Jackson
80,PAYMENT,4053.2,C0001605,80961.15,76907.95,M0001340,231.54,4203.68,0,0,Elizabeth Jackson
81,TRANSFER,834.99,C0000177,1756.69,1714.94,M0000536,65.07,883.36,0,0,Jessica Rodriguez
82,TRANSFER,79458.29,C0001333,818.06,0.0,M0000189,11914.41,89783.53,0,0,James Jackson
83,CASH_OUT,641.32,C0001257,10089.46,10057.39,M0000414,320.63,949.12,0,0,Richard Jones
84,CASH_OUT,433.12,C0001557,10049.4,10027.74,M0001044,323.91,748.37,0,0,John Brown
85,CASH_OUT,500.3,C0001168,24274.75,24249.74,M0001028,228.71,719.0,0,0,Richard Thomas
86,TRANSFER,759.95,C0000988,341.03,303.03,M0000727,1026.35,1771.1,0,0,Mary Moore
87,PAYMENT,1792.8,C0001464,315965.36,314172.56,M0001172,5.95,1762.89,0,0,Thomas Garcia
88,TRANSFER,36686.61,C0001145,1362.85,0.0,M0001252,232596.73,268549.61,0,0,John Gonzalez
89,CASH_OUT,7115.22,C0000727,32080.0,31724.24,M0001466,4594.73,11567.65,0,0,Jessica Williams
90,PAYMENT,3207.82,C0001576,13614.58,10406.76,M0000049,319.64,3463.3,0,0,Susan Jones
91,DEBIT,4275.34,C0000917,2206.55,1992.78,M0000108,11143.5,15333.33,0,0,William Anderson
92,DEBIT,242.65,C0000281,324949.54,324937.41,M0001606,183.21,421.01,0,0,Susan Moore
93,CASH_OUT,446.82,C0000279,562.53,540.19,M0001530,1301.01,1738.89,0,0,James Jones
94,TRANSFER,952.16,C0000649,1541.02,1493.41,M0001614,19.44,952.56,0,0,Robert Miller
95,TRANSFER,55868.21,C0000367,1803.45,0.0,M0001264,1036.35,55787.2,0,0,Susan Martinez
96,TRANSFER,5078.7,C0001043,10361.97,10108.04,M0001208,314.42,5291.55,0,0,Susan Wilson
97,TRANSFER,4552.82,C0000988,1728.56,1500.92,M0000833,117.96,4579.72,0,0,Mary Moore
98,PAYMENT,248.92,C0000716,73.36,0.0,M0000982,3527.19,3771.13,0,0,Mary Rodriguez
99,DEBIT,390.27,C0001132,1059.4,1039.89,M0000856,12089.13,12471.59,0,0,Mary Martinez
100,CASH_OUT,4712.52,C0000712,8333.93,8098.3,M0000133,191.28,4809.55,0,0,Robert Taylor
101,CASH_OUT,509.31,C0000619,12.45,0.0,M0000237,423.85,922.97,0,0,Elizabeth Gonzalez
102,PAYMENT,6447.04,C0001160,23153.82,16706.78,M0001424,252.45,6570.55,0,0,David Brown
103,PAYMENT,4169.92,C0001313,17605.11,13435.19,M0000059,1458.78,5545.3,0,0,William Wilson
104,DEBIT,601.38,C0001168,1876.72,1846.65,M0001638,440.57,1029.92,0,0,Richard Thomas
105,CASH_OUT,13475.08,C0001275,1421.05,747.3,M0001524,171.27,13376.85,0,0,Elizabeth Lopez
106,TRANSFER,915.89,C0000067,5514.52,5468.73,M0001366,2622.55,3520.12,0,0,David Martinez
107,TRANSFER,2870.91,C0000395,3057.44,2913.89,M0000936,801.98,3615.47,0,0,Charles Gonzalez
108,CASH_OUT,1367.09,C0000340,2901.88,2833.53,M0000830,829.93,2169.68,0,0,Charles Johnson
109,CASH_OUT,68028.86,C0000238,1365.56,0.0,M0001541,388.24,67056.52,0,0,David Rodriguez
110,DEBIT,2430.17,C0000934,1571.81,1450.3,M0001018,30.43,2412.0,0,0,Michael Williams
111,PAYMENT,11588.82,C0001200,3112.16,0.0,M0000779,84.84,11441.88,0,0,Jessica Johnson
112,TRANSFER,1151.88,C0001341,40.82,0.0,M0000999,8266.86,9395.7,0,0,Linda Jones
113,CASH_OUT,114.37,C0001420,4241.17,4235.45,M0000606,336.39,448.47,0,0,John Anderson
114,DEBIT,3530.18,C0001401,241.97,65.46,M0000606,8.95,3468.53,0,0,William Garcia
115,DEBIT,52.38,C0001154,293.53,290.91,M0001475,9218.87,9270.2,0,0,Sarah Moore
116,TRANSFER,122.74,C0000140,2352.06,2345.92,M0000192,8220.3,8340.59,0,0,William Johnson
117,TRANSFER,51.83,C0000244,1532.2,1529.61,M0000423,611.68,662.47,0,0,Joseph Anderson
118,CASH_OUT,941.39,C0000829,1721.28,1674.21,M0000866,31.98,954.54,0,0,Susan Moore
119,CASH_OUT,560.67,C0000993,1332.09,1304.06,M0000018,10166.24,10715.7,0,0,James Jackson
120,DEBIT,368.54,C0000659,580.36,561.93,M0001467,18862.82,19223.99,0,0,Jennifer Jones
121,CASH_OUT,1055.86,C0000662,93478.53,93425.74,M0001225,735.94,1770.68,0,0,William Martinez
122,CASH_OUT,855.27,C0001268,143.27,100.51,M0001654,6657.17,7495.33,0,0,Jennifer Garcia
123,TRANSFER,569.0,C0001028,9156.41,9127.96,M0001246,5545.08,6102.7,0,0,Linda Miller
124,CASH_OUT,5963.02,C0001571,1714.74,1416.59,M0000272,1141.06,6984.82,0,0,Karen Williams
125,PAYMENT,0.44,C0000571,67110.02,67109.58,M0000613,5.64,6.07,0,0,Elizabeth Johnson
126,PAYMENT,15036.67,C0000100,1558.46,0.0,M0001051,4324.11,19060.05,0,0,Charles Wilson
127,PAYMENT,18998.2,C0000518,8431.08,0.0,M0001228,96.6,18714.84,0,0,Linda Martinez
128,PAYMENT,5923.09,C0000116,41615.62,35692.53,M0001346,1161.4,6966.03,0,0,James Gonzalez
129,PAYMENT,22259.11,C0001653,267.1,0.0,M0000801,12095.72,33909.65,0,0,Susan Martinez
130,DEBIT,136.05,C0001433,18040.57,18033.77,M0001154,7186.17,7319.5,0,0,William Lopez
131,TRANSFER,1395.55,C0000391,488.49,418.71,M0001284,2071.4,3439.04,0,0,Mary Brown
132,CASH_OUT,116.35,C0000266,1182.48,1176.66,M0000272,832.04,946.06,0,0,Jessica Anderson
133,CASH_OUT,19253.97,C0000645,416462.25,415499.55,M0000245,802.99,19671.88,0,0,Susan Miller
134,CASH_OUT,1196.38,C0001581,1175.12,1115.3,M0001525,223.01,1395.46,0,0,Robert Rodriguez
135,CASH_OUT,497.81,C0001011,5375.61,5350.72,M0000339,2958.52,3446.37,0,0,Elizabeth Williams
136,DEBIT,8137.56,C0000492,22.99,0.0,M0000564,4619.13,12593.94,0,0,Joseph Johnson
137,CASH_OUT,8731.55,C0001223,1571.81,1135.23,M0001554,1716.27,10273.19,0,0,Susan Smith
138,PAYMENT,9298.07,C0000950,159.91,0.0,M0000219,6479.5,15591.61,0,0,Robert Jackson
139,DEBIT,96.3,C0001462,27978.04,27973.22,M0001534,1185.44,1279.81,0,0,John Thomas
140,DEBIT,1355.47,C0000477,802.16,734.39,M0001532,4864.03,6192.39,0,0,Linda Anderson
141,DEBIT,2001.38,C0001037,7571.84,7471.77,M0000021,93.67,2055.02,0,0,Linda Taylor
142,PAYMENT,1521.59,C0001342,633.9,0.0,M0000689,397.88,1889.04,0,0,Jennifer Anderson
143,TRANSFER,8813.51,C0001005,39003.67,38562.99,M0000143,2138.03,10775.27,0,0,Elizabeth Johnson
144,DEBIT,48169.18,C0000929,119302.11,116893.65,M0000741,9577.27,56783.07,0,0,John Jackson
145,CASH_OUT,5492.31,C0001074,1049.42,774.8,M0001460,2164.2,7546.66,0,0,Richard Taylor
146,DEBIT,4053.01,C0001353,13242.53,13039.88,M0001475,273.65,4245.6,0,0,David Miller
147,DEBIT,44.13,C0001471,722.44,720.23,M0000868,1036.03,1079.28,0,0,Sarah Moore
148,CASH_OUT,64301.24,C0000312,50219.38,47004.32,M0000530,3224.89,66240.11,0,0,Thomas Davis
149,PAYMENT,9168.49,C0000536,3876.83,0.0,M0000006,818.37,9803.49,0,0,Sarah Taylor
150,DEBIT,444.82,C0001268,167471.49,167449.25,M0000836,1138.27,1574.19,0,0,Jennifer Garcia
151,DEBIT,287.12,C0001448,265.39,251.03,M0001439,13948.35,14229.73,0,0,Karen Jackson
152,CASH_OUT,267.31,C0000711,613.76,600.39,M0000883,34.51,296.47,0,0,Michael Rodriguez
153,PAYMENT,241.57,C0000633,355.46,113.89,M0001454,4502.83,4739.57,0,0,Barbara Lopez
154,DEBIT,270.14,C0001125,784.57,771.06,M0000507,825.66,1090.4,0,0,Robert Davis
155,DEBIT,1439.29,C0000015,3013.89,2941.93,M0000666,9117.19,10527.69,0,0,Mary Lopez
156,CASH_OUT,5.21,C0000914,38749.8,38749.54,M0000339,333.13,338.24,0,0,Sarah Garcia
157,CASH_OUT,659.43,C0000118,77596.5,77563.53,M0000278,463.84,1110.08,0,0,Jennifer Jones
158,CASH_OUT,29.79,C0001384,1311.11,1309.62,M0001477,409.19,438.38,0,0,Karen Davis
159,DEBIT,1493.3,C0000354,50884.25,50809.58,M0001071,1216.95,2680.38,0,0,Joseph Miller
160,TRANSFER,22085.3,C0000486,10465.15,9360.88,M0001097,22439.35,44082.94,0,0,Sarah Anderson
161,TRANSFER,62.09,C0001287,3253.21,3250.11,M0000347,1035.08,1095.93,0,0,Mary Smith
162,PAYMENT,1471.59,C0000496,4169.41,2697.82,M0000618,522.22,1964.38,0,0,Charles Taylor
163,CASH_OUT,948.9,C0000863,2849.21,2801.76,M0001065,180.67,1110.59,0,0,Barbara Davis
164,DEBIT,6769.15,C0000590,63.39,0.0,M0000890,6598.18,13231.95,0,0,Charles Brown
165,PAYMENT,200.59,C0001251,369.16,168.57,M0000368,2407.22,2603.8,0,0,Barbara Miller
166,CASH_OUT,2202.12,C0000071,3676.71,3566.6,M0000292,516.92,2675.0,0,0,Joseph Taylor
167,DEBIT,1215.59,C0000397,16176.99,16116.21,M0000055,311.9,1503.18,0,0,John Anderson
168,PAYMENT,582.28,C0000609,163.87,0.0,M0001072,1240.14,1810.77,0,0,Thomas Taylor
169,CASH_OUT,82.82,C0001123,862.65,858.51,M0001237,550.52,631.68,0,0,Joseph Brown
170,CASH_OUT,9105.28,C0000169,3158.59,2703.33,M0001032,7670.93,16594.1,0,0,James Lopez
171,DEBIT,816.18,C0000747,2537.36,2496.55,M0001634,92.68,892.54,0,0,Joseph Williams
172,DEBIT,550.03,C0000664,4293.41,4265.91,M0001392,502.81,1041.84,0,0,Susan Lopez
173,TRANSFER,5190.15,C0001283,1753.3,1493.79,M0001258,726.67,5813.02,0,0,Karen Jackson
174,DEBIT,474.08,C0000818,1791.74,1768.04,M0000357,4901.72,5366.32,0,0,Mary Jackson
175,PAYMENT,216.47,C0000605,65985.15,65768.68,M0001362,339.02,551.16,0,0,Michael Taylor
176,DEBIT,1050.52,C0000907,3170.58,3118.05,M0000816,326.28,1355.79,0,0,Sarah Miller
177,CASH_OUT,416.53,C0001596,110.65,89.82,M0000143,35167.91,35576.11,0,0,Richard Jackson
178,CASH_OUT,2834.11,C0001596,347.69,205.98,M0001335,991.64,3769.07,0,0,Richard Jackson
179,TRANSFER,118.21,C0001551,256.15,250.24,M0000100,8.39,124.24,0,0,Charles Jackson
180,DEBIT,9.17,C0000980,16094.03,16093.57,M0001274,1602.14,1611.13,0,0,Jennifer Brown
181,DEBIT,3398.95,C0000402,18856.82,18686.87,M0000273,2645.39,5976.36,0,0,William Thomas
182,DEBIT,153.26,C0001086,1174.69,1167.03,M0000902,530.84,681.03,0,0,Jennifer Smith
183,CASH_OUT,65.16,C0001627,2865.82,2862.56,M0001432,860.34,924.2,0,0,Patricia Rodriguez
184,TRANSFER,22.37,C0000758,9632.28,9631.16,M0001056,106.56,128.48,0,0,Sarah Miller
185,CASH_OUT,20633.41,C0001372,92.95,0.0,M0000224,3863.96,24084.7,0,0,Karen Jackson
186,TRANSFER,4234.74,C0000778,9784.44,9572.7,M0001035,215.94,4365.99,0,0,Elizabeth Anderson
187,PAYMENT,329.37,C0000152,8277.59,7948.22,M0000935,24065.17,24387.95,0,0,Patricia Martin
188,PAYMENT,214.74,C0001111,5297.48,5082.74,M0000210,3441.33,3651.78,0,0,Elizabeth Rodriguez
189,CASH_OUT,254.53,C0001270,16038.6,16025.87,M0001557,518.88,768.32,0,0,Joseph Jones
190,DEBIT,2764.08,C0000610,43.61,0.0,M0001304,346.5,3055.3,0,0,Karen Gonzalez
191,TRANSFER,431.82,C0000228,763.2,741.61,M0001276,196.86,620.04,0,0,Patricia Lopez
192,TRANSFER,282.96,C0000720,1130.69,1116.54,M0000489,43543.76,43821.06,0,0,Patricia Martin
193,CASH_OUT,536.92,C0001195,2411.88,2385.03,M0000263,7820.43,8346.61,0,0,William Garcia
194,TRANSFER,682.99,C0000177,161.2,127.05,M0000303,160.6,829.93,0,0,Jessica Rodriguez
195,TRANSFER,665.68,C0000379,1353.3,1320.02,M0001343,153.9,806.27,0,0,Charles Johnson
196,DEBIT,209.02,C0000097,79221.01,79210.56,M0000709,685.67,890.51,0,0,Barbara Lopez
197,PAYMENT,420.45,C0000478,317.36,0.0,M0001591,18.94,430.98,0,0,David Hernandez
198,PAYMENT,959.89,C0000562,1013.92,54.03,M0001153,143.17,1083.86,0,0,Jessica Moore
199,CASH_OUT,499.16,C0000550,293.48,268.52,M0001617,18972.01,19461.19,0,0,Mary Martin
200,CASH_OUT,367.13,C0000062,73365.28,73346.92,M0001111,1363.57,1723.36,0,0,David Jackson
201,TRANSFER,1972.9,C0000998,422.46,323.82,M0000847,3291.19,5224.63,0,0,Jessica Miller
202,TRANSFER,2083.6,C0001244,53927.59,53823.41,M0001416,4717.22,6759.15,0,0,Karen Williams
203,TRANSFER,4361.68,C0001109,2674.98,2456.9,M0001366,19938.72,24213.17,0,0,Jessica Rodriguez
204,TRANSFER,4888.74,C0000286,10651.14,10406.7,M0000774,53.27,4844.24,0,0,Karen Jackson
205,PAYMENT,1001.72,C0001631,1056.81,55.09,M0000171,12178.34,13160.03,0,0,Sarah Gonzalez
206,TRANSFER,40.12,C0000436,27392.88,27390.87,M0000005,94407.39,94446.71,0,0,Richard Jones
207,CASH_OUT,56395.85,C0000928,2446.94,0.0,M0000009,6165.45,61433.38,0,0,Thomas Martin
208,CASH_OUT,6849.79,C0001185,11381.01,11038.52,M0000965,451.74,7164.53,0,0,David Taylor
209,PAYMENT,187.46,C0000872,1707.25,1519.79,M0001351,471.37,655.08,0,0,Susan Taylor
210,DEBIT,1298.08,C0000833,615.18,550.28,M0001311,1072.64,2344.76,0,0,Robert Martin
211,CASH_OUT,6852.08,C0001627,467.91,125.31,M0001156,19.88,6734.92,0,0,Patricia Rodriguez
212,PAYMENT,6511.25,C0000618,275.42,0.0,M0001379,946.28,7327.3,0,0,Jennifer Rodriguez
213,PAYMENT,181.2,C0000211,1605.95,1424.75,M0000721,9412.56,9590.14,0,0,Barbara Williams
214,TRANSFER,195.99,C0000586,9244.83,9235.03,M0000643,1086.0,1278.07,0,0,William Davis
215,CASH_OUT,25909.85,C0001449,3472.85,2177.36,M0001101,40.83,25432.48,0,0,Joseph Brown
216,CASH_OUT,5388.0,C0001413,284.0,14.6,M0000238,207.61,5487.85,0,0,William Taylor
217,DEBIT,5017.63,C0000177,675.04,424.16,M0000043,45.08,4962.36,0,0,Jessica Rodriguez
218,PAYMENT,205.75,C0000636,1078.62,872.87,M0000833,2701.49,2903.12,0,0,Michael Hernandez
219,TRANSFER,966.8,C0001587,293.59,245.25,M0000563,1226.8,2174.26,0,0,Jennifer Johnson
220,DEBIT,749.66,C0000064,7612.25,7574.77,M0000660,540.35,1275.02,0,0,Elizabeth Thomas
221,TRANSFER,1019.13,C0000304,39512.51,39461.55,M0000893,2262.33,3261.08,0,0,Robert Garcia
222,DEBIT,1975.55,C0000736,585.63,486.85,M0000153,3185.88,5121.92,0,0,William Jackson
223,CASH_OUT,824.21,C0000661,516.56,475.35,M0001144,274.59,1082.32,0,0,Elizabeth Jones
224,DEBIT,701.58,C0001343,137.24,102.16,M0000912,248.93,936.48,0,0,Elizabeth Hernandez
225,PAYMENT,71.87,C0000623,4856.22,4784.35,M0001312,14509.3,14579.73,0,0,Robert Taylor
226,CASH_OUT,343.47,C0000519,648.16,630.99,M0001350,9962.78,10299.38,0,0,Michael Martin
227,DEBIT,87.04,C0001607,3436.34,3431.99,M0000025,2704.56,2789.86,0,0,Mary Jackson
228,DEBIT,106.51,C0001572,4480.96,4475.63,M0001222,3483.42,3587.8,0,0,Jessica Johnson
229,PAYMENT,55.65,C0001116,1853.12,1797.47,M0001628,23629.61,23684.15,0,0,Barbara Lopez
230,PAYMENT,114.91,C0001467,2901.59,2786.68,M0000911,2681.52,2794.13,0,0,Joseph Smith
231,CASH_OUT,3582.92,C0000937,66006.45,65827.3,M0001332,439.74,3951.0,0,0,Jessica Thomas
232,DEBIT,166.65,C0000301,262.12,253.79,M0000113,3644.36,3807.68,0,0,Karen Brown
233,DEBIT,2540.81,C0000254,6885.05,6758.01,M0001370,6651.35,9141.34,0,0,James Taylor
234,PAYMENT,16795.29,C0001452,14198.2,0.0,M0000819,1997.6,18456.98,0,0,Joseph Garcia
235,CASH_OUT,1387.21,C0000572,3279.22,3209.86,M0001521,273.4,1632.87,0,0,James Martinez
236,PAYMENT,684.1,C0000400,3046.61,2362.51,M0000612,1873.29,2543.71,0,0,Michael Jones
237,DEBIT,72.05,C0000422,1284.0,1280.4,M0000784,11312.32,11382.93,0,0,Barbara Jackson
238,CASH_OUT,1342.98,C0000829,12334.55,12267.4,M0000250,2283.79,3599.91,0,0,Susan Moore
239,DEBIT,1076.2,C0000624,17776.04,17722.23,M0000683,2481.84,3536.52,0,0,Karen Johnson
240,CASH_OUT,171.58,C0001553,3851.33,3842.75,M0000841,2983.54,3151.69,0,0,James Martin
241,TRANSFER,250.96,C0000870,1437.04,1424.49,M0000808,688.15,934.09,0,0,Robert Jackson
242,CASH_OUT,238.31,C0000849,1121.11,1109.19,M0000299,65.79,299.33,0,0,Jessica Williams
243,CASH_OUT,2841.04,C0001357,2485.49,2343.44,M0001035,8461.21,11245.43,0,0,Joseph Davis
244,TRANSFER,81.56,C0000872,735.84,731.76,M0000638,3237.71,3317.64,0,0,Susan Taylor
245,DEBIT,155.79,C0001478,727.76,719.97,M0000970,11546.95,11699.62,0,0,Susan Williams
246,CASH_OUT,2779.82,C0000285,592.42,453.43,M0000891,1617.98,4342.2,0,0,Sarah Jackson
247,DEBIT,165.69,C0001389,10131.43,10123.15,M0000910,489.9,652.28,0,0,Robert Davis
248,PAYMENT,769.18,C0001357,24466.54,23697.36,M0000158,366.52,1120.32,0,0,Joseph Davis
249,DEBIT,2232.02,C0001448,3465.86,3354.26,M0000398,554.89,2742.27,0,0,Karen Jackson
250,PAYMENT,14359.58,C0000291,4470.55,0.0,M0000408,23141.53,37213.92,0,0,Linda Jackson
251,PAYMENT,279.76,C0000485,840.86,561.1,M0001069,14745.75,15019.91,0,0,Barbara Brown
252,TRANSFER,607.58,C0000035,10041.58,10011.2,M0001186,10765.27,11360.7,0,0,Patricia Davis
253,DEBIT,4280.29,C0000062,14012.62,13798.61,M0001310,4718.69,8913.37,0,0,David Jackson
254,CASH_OUT,989.67,C0000863,863.73,814.25,M0000252,208.12,1178.0,0,0,Barbara Davis
255,DEBIT,4.58,C0000614,3778.71,3778.48,M0000244,45.45,49.94,0,0,Mary Martinez
256,CASH_OUT,6.43,C0001014,95570.44,95570.12,M0001369,4678.54,4684.84,0,0,James Williams
