step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
122,CASH_OUT,269.31,C0000015,229.02,215.55,M0000410,1184.17,1448.09,0,0,Mary Lopez
123,TRANSFER,188.66,C0001102,2223.23,2213.8,M0000291,6.5,191.39,0,0,Elizabeth Anderson
124,CASH_OUT,623.95,C0000485,3641.42,3610.22,M0000358,5.21,616.68,0,0,Barbara Brown
125,CASH_OUT,344.62,C0001068,108.76,91.53,M0000743,1680.28,2018.01,0,0,Linda Hernandez
126,DEBIT,7208.99,C0000000,307.63,0.0,M0000510,263.95,7328.76,0,0,John Anderson
127,DEBIT,851.14,C0001118,8850.76,8808.2,M0001395,1039.54,1873.66,0,0,Patricia Jones
128,CASH_OUT,3553.35,C0001635,7992.48,7814.81,M0001194,1100.01,4582.29,0,0,James Hernandez
129,CASH_OUT,1961.49,C0001665,10978.23,10880.16,M0001621,1961.06,3883.32,0,0,Charles Hernandez
130,TRANSFER,36108.58,C0000731,373.58,0.0,M0001633,482.64,35869.05,0,0,Jennifer Garcia
131,DEBIT,1044.93,C0001327,3802.49,3750.24,M0000395,20316.14,21340.17,0,0,Susan Jackson
132,PAYMENT,3672.44,C0000459,126.15,0.0,M0000846,6700.68,10299.67,0,0,Susan Martinez
133,CASH_OUT,1662.67,C0000645,531.37,448.24,M0000757,3780.19,5409.61,0,0,Susan Miller
134,DEBIT,2724.22,C0000651,1033.35,897.14,M0000751,372.71,3042.45,0,0,David Martinez
135,TRANSFER,2120.26,C0000137,1989.03,1883.02,M0000381,159.58,2237.43,0,0,Linda Anderson
136,PAYMENT,31099.82,C0000779,2581.74,0.0,M0000842,533.62,31011.44,0,0,Jessica Jackson
137,CASH_OUT,132.02,C0001132,353008.52,353001.92,M0000887,1075.89,1205.27,0,0,Mary Martinez
138,TRANSFER,169.02,C0001550,184.61,176.16,M0000784,4141.69,4307.33,0,0,John Gonzalez
139,DEBIT,24955.85,C0000723,15038.55,13790.76,M0000647,9015.9,33472.63,0,0,Thomas Miller
140,TRANSFER,134.87,C0000378,7633.54,7626.8,M0000171,74380.65,74512.82,0,0,Joseph Moore
141,DEBIT,158.02,C0001204,21476.77,21468.87,M0001296,101.03,255.89,0,0,Joseph Taylor
142,CASH_OUT,275.64,C0001261,1284.43,1270.65,M0001389,16084.73,16354.86,0,0,William Thomas
143,PAYMENT,3779.66,C0001304,211.92,0.0,M0000511,61.35,3765.42,0,0,David Lopez
144,CASH_OUT,3460.84,C0001331,492.95,319.91,M0001366,2771.73,6163.35,0,0,Karen Martin
145,PAYMENT,1105.42,C0001616,1109.8,4.38,M0000931,23.89,1107.2,0,0,Patricia Jones
146,CASH_OUT,4436.59,C0000165,12435.34,12213.51,M0001000,698.09,5045.95,0,0,John Martin
147,DEBIT,192.26,C0000441,455.16,445.55,M0001210,4917.36,5105.77,0,0,Jessica Williams
148,DEBIT,18782.69,C0001041,243.37,0.0,M0001117,109.83,18516.87,0,0,Jessica Jones
149,CASH_OUT,1705.36,C0001559,30987.3,30902.03,M0001450,4329.77,6001.02,0,0,James Brown
150,DEBIT,41676.33,C0001397,3136.72,1052.9,M0000470,165.16,41007.96,0,0,Patricia Jones
151,TRANSFER,3187.91,C0000728,4380.13,4220.73,M0000517,264.21,3388.36,0,0,Joseph Miller
152,TRANSFER,576.29,C0000277,4778.57,4749.76,M0000828,382.64,947.4,0,0,John Gonzalez
153,CASH_OUT,24.47,C0001401,437.86,436.64,M0000068,642.72,666.7,0,0,William Garcia
154,DEBIT,45.19,C0001157,4607.3,4605.04,M0000673,35.05,79.34,0,0,Elizabeth Davis
155,PAYMENT,26.63,C0001319,120.34,93.71,M0000897,150.05,176.15,0,0,Thomas Jackson
156,PAYMENT,3426.73,C0000213,7425.09,3998.36,M0001086,376.66,3734.86,0,0,Richard Lopez
157,CASH_OUT,754.9,C0000394,1576.45,1538.7,M0001094,891.42,1631.22,0,0,Joseph Gonzalez
158,TRANSFER,37.12,C0000872,885.41,883.55,M0001413,16964.09,17000.47,0,0,Susan Taylor
159,CASH_OUT,205.86,C0000461,659.7,649.41,M0000463,349.25,550.99,0,0,Joseph Hernandez
160,CASH_OUT,94.99,C0001065,21429.31,21424.56,M0000285,183.54,276.63,0,0,Richard Lopez
161,PAYMENT,598.4,C0000619,891.88,293.48,M0000625,307.35,893.78,0,0,Elizabeth Gonzalez
162,PAYMENT,359.32,C0000572,15765.67,15406.35,M0001480,392.64,744.77,0,0,James Martinez
163,DEBIT,9474.74,C0001014,1269.86,796.12,M0000122,5764.91,15050.16,0,0,James Williams
164,TRANSFER,982.67,C0000557,12816.56,12767.43,M0001383,44.62,1007.64,0,0,Robert Williams
165,DEBIT,67.76,C0000940,2889.36,2885.97,M0001532,115.4,181.8,0,0,Charles Moore
166,CASH_OUT,473.33,C0000932,5859.56,5835.89,M0001060,785.85,1249.71,0,0,Barbara Anderson
167,TRANSFER,7135.1,C0001455,358.43,1.68,M0000945,1552.89,8545.29,0,0,Mary Taylor
168,PAYMENT,1729.28,C0000746,20431.69,18702.41,M0000060,3305.43,5000.12,0,0,Robert Williams
169,PAYMENT,149.49,C0001470,160.06,10.57,M0001488,2189.88,2336.38,0,0,Thomas Hernandez
170,PAYMENT,2467.6,C0000940,5161.71,2694.11,M0001116,16230.26,18648.51,0,0,Charles Moore
171,PAYMENT,2831.49,C0000267,5131.73,2300.24,M0000188,1818.54,4593.4,0,0,David Martinez
172,TRANSFER,5376.23,C0000575,6647.43,6378.62,M0000840,7070.0,12338.71,0,0,Linda Martinez
173,PAYMENT,567.01,C0000585,218.96,0.0,M0000008,268.59,824.26,0,0,Patricia Lopez
174,DEBIT,86.97,C0000799,5578.99,5574.64,M0001334,8659.87,8745.1,0,0,Charles Wilson
175,TRANSFER,105.8,C0001054,11065.86,11060.57,M0000197,1174.37,1278.05,0,0,Linda Lopez
176,TRANSFER,1353.3,C0001584,8684.97,8617.3,M0001232,94689.11,96015.34,0,0,Joseph Martin
177,DEBIT,1156.25,C0000230,6169.91,6112.1,M0001243,8240.37,9373.5,0,0,Susan Miller
178,PAYMENT,90.3,C0001187,615.16,524.86,M0000197,24377.42,24465.91,0,0,Jennifer Jones
179,PAYMENT,3940.55,C0000684,22743.83,18803.28,M0001392,7221.18,11082.92,0,0,Patricia Brown
180,PAYMENT,305.75,C0001197,5448.83,5143.08,M0000608,2881.02,3180.66,0,0,Charles Hernandez
181,DEBIT,586.71,C0001411,5633.47,5604.13,M0000746,3837.37,4412.35,0,0,William Smith
182,TRANSFER,36.89,C0001371,4892.55,4890.71,M0000408,114.19,150.34,0,0,John Gonzalez
183,DEBIT,439.15,C0000188,52.77,30.81,M0000755,767.3,1197.67,0,0,Charles Smith
184,TRANSFER,76592.8,C0001150,3132.38,0.0,M0000523,259.87,75320.81,0,0,Patricia Taylor
185,CASH_OUT,17075.69,C0001035,1430.0,576.22,M0000867,6304.89,23039.07,0,0,Linda Martinez
186,TRANSFER,143.03,C0000898,20899.0,20891.85,M0000373,1506.06,1646.23,0,0,Jessica Hernandez
187,PAYMENT,93.73,C0000990,2525.61,2431.88,M0001056,290.54,382.4,0,0,Thomas Martin
188,DEBIT,9063.53,C0000893,1918.97,1465.79,M0000075,9285.67,18167.93,0,0,Elizabeth Miller
189,PAYMENT,3171.96,C0001060,161875.67,158703.71,M0000440,271.02,3379.54,0,0,John Thomas
190,TRANSFER,112.28,C0001536,29594.17,29588.56,M0000200,68.24,178.27,0,0,Elizabeth Williams
191,DEBIT,1173.57,C0001142,5957.07,5898.39,M0000809,15679.86,16829.96,0,0,Charles Jones
192,CASH_OUT,3825.15,C0001150,1004.1,812.84,M0000072,3248.06,6996.71,0,0,Patricia Taylor
193,DEBIT,541.01,C0000343,5558.92,5531.87,M0001196,5123.28,5653.47,0,0,Thomas Lopez
194,CASH_OUT,795.49,C0000646,1216.32,1176.55,M0001337,59.0,838.58,0,0,Thomas Wilson
195,TRANSFER,2506.24,C0001291,30412.7,30287.39,M0001638,1551.81,4007.93,0,0,Jennifer Johnson
196,DEBIT,5392.94,C0001317,5433.54,5163.89,M0000523,78.81,5363.89,0,0,Barbara Hernandez
197,DEBIT,338.29,C0000462,67669.86,67652.95,M0000266,7130.28,7461.8,0,0,Jennifer Garcia
198,TRANSFER,595.88,C0000158,840.69,810.9,M0001133,293.59,877.55,0,0,John Rodriguez
199,DEBIT,596.09,C0000549,159.03,129.23,M0000332,15.91,600.08,0,0,Patricia Jones
200,DEBIT,28518.47,C0000781,3598.88,2172.96,M0001050,454.57,28402.67,0,0,Patricia Martin
201,PAYMENT,5483.12,C0001444,13759.16,8276.04,M0000316,1222.61,6596.07,0,0,Elizabeth Lopez
202,PAYMENT,973.54,C0000270,527.32,0.0,M0000782,276.33,1230.4,0,0,Charles Williams
203,TRANSFER,197.01,C0000426,3279.22,3269.37,M0000404,978.07,1171.14,0,0,Joseph Jackson
204,PAYMENT,160032.54,C0000374,2766.97,0.0,M0001025,813.61,157645.5,0,0,Richard Gonzalez
205,PAYMENT,6232.96,C0000687,669.88,0.0,M0001470,8144.19,14252.49,0,0,Mary Smith
206,CASH_OUT,133.0,C0000966,12827.71,12821.06,M0000162,1358.1,1488.44,0,0,Joseph Anderson
207,TRANSFER,8544.45,C0001515,62562.15,62134.93,M0000508,3021.81,11395.37,0,0,Karen Martinez
208,CASH_OUT,17.27,C0000836,563.56,562.7,M0000582,3367.02,3383.94,0,0,Karen Martinez
209,PAYMENT,109.42,C0001601,6626.62,6517.2,M0000146,1870.89,1978.12,0,0,Robert Davis
210,DEBIT,48615.76,C0000175,95336.77,92905.98,M0001602,29024.96,76668.4,0,0,Robert Smith
211,TRANSFER,18317.99,C0000518,6472.42,5556.52,M0001042,130.29,18081.92,0,0,Linda Martinez
212,DEBIT,990.46,C0001074,1327.33,1277.81,M0000323,38.99,1009.64,0,0,Richard Taylor
213,TRANSFER,454.07,C0001566,8455.93,8433.23,M0000505,806.9,1251.89,0,0,Karen Anderson
214,DEBIT,1955.59,C0000880,5454.25,5356.47,M0000482,2049.0,3965.48,0,0,Richard Anderson
215,DEBIT,744.82,C0000885,1724.59,1687.35,M0000741,108.98,838.9,0,0,Robert Taylor
216,TRANSFER,18865.03,C0000086,2425.76,1482.51,M0001627,1400.97,19888.7,0,0,James Lopez
217,PAYMENT,1786.84,C0001362,57668.61,55881.77,M0001644,644.43,2395.53,0,0,Robert Martinez
218,PAYMENT,138.61,C0000775,1884.92,1746.31,M0000827,729.38,865.22,0,0,Elizabeth Brown
219,DEBIT,2147.04,C0001187,595.41,488.06,M0001428,53.16,2157.26,0,0,Jennifer Jones
220,CASH_OUT,511.82,C0001263,3567.34,3541.75,M0001117,199.58,701.16,0,0,Michael Jones
221,TRANSFER,511.27,C0000542,1611.91,1586.35,M0000838,1005.2,1506.24,0,0,Susan Rodriguez
222,PAYMENT,18570.41,C0000375,6483.04,0.0,M0000734,21277.87,39476.87,0,0,John Gonzalez
223,TRANSFER,1902.83,C0000601,320.89,225.75,M0000752,6053.59,7918.36,0,0,Richard Hernandez
224,TRANSFER,981.4,C0001284,19099.82,19050.75,M0000065,4053.07,5014.84,0,0,Sarah Rodriguez
225,CASH_OUT,492.17,C0001175,8955.39,8930.78,M0000915,6261.77,6744.1,0,0,Susan Davis
226,CASH_OUT,11.33,C0001150,43281.57,43281.0,M0000275,79.28,90.38,0,0,Patricia Taylor
227,CASH_OUT,210.06,C0000015,2741.64,2731.14,M0000840,280.05,485.91,0,0,Mary Lopez
228,CASH_OUT,59.61,C0001560,14124.61,14121.63,M0000746,492.45,550.87,0,0,Joseph Lopez
229,CASH_OUT,634.57,C0000536,8955.99,8924.26,M0000449,3219.37,3841.25,0,0,Sarah Taylor
230,PAYMENT,7351.77,C0000920,168.26,0.0,M0000875,1253.81,8458.54,0,0,Robert Garcia
231,PAYMENT,2857.03,C0000715,41654.2,38797.17,M0000265,723.41,3523.3,0,0,William Anderson
232,TRANSFER,3773.55,C0001637,93643.46,93454.78,M0000206,4135.25,7833.33,0,0,Charles Martin
233,TRANSFER,2039.71,C0000831,949.52,847.53,M0000096,1107.28,3106.2,0,0,Robert Thomas
234,CASH_OUT,21821.56,C0000150,8987.16,7896.08,M0001384,1297.54,22682.67,0,0,Susan Martin
235,CASH_OUT,820.45,C0000499,668.88,627.86,M0000109,364.87,1168.91,0,0,Michael Johnson
236,TRANSFER,2652.64,C0001330,663.87,531.24,M0000091,4186.35,6785.94,0,0,Thomas Martinez
237,CASH_OUT,668.44,C0000891,134.45,101.03,M0001408,410.37,1065.44,0,0,James Anderson
238,DEBIT,5162.92,C0001216,31209.53,30951.38,M0000833,8094.59,13154.25,0,0,Mary Rodriguez
239,CASH_OUT,40.77,C0000995,1445.83,1443.79,M0001142,2958.13,2998.08,0,0,Joseph Smith
240,DEBIT,3386.9,C0000634,1154.18,984.83,M0001546,239.23,3558.39,0,0,Linda Taylor
241,PAYMENT,734.86,C0000075,16571.34,15836.48,M0001466,39172.53,39892.69,0,0,Michael Williams
242,PAYMENT,31777.9,C0001367,2658.4,0.0,M0000343,1107.01,32249.35,0,0,James Johnson
243,CASH_OUT,1220.79,C0000582,83.86,22.82,M0000181,556.57,1752.94,0,0,Charles Martin
244,PAYMENT,476.24,C0001212,10845.96,10369.72,M0001220,4286.23,4752.95,0,0,Thomas Miller
245,DEBIT,2055.85,C0000313,1556.62,1453.83,M0000412,268.8,2283.53,0,0,Sarah Jones
246,DEBIT,28347.13,C0000300,505.62,0.0,M0001513,1965.59,29745.78,0,0,Michael Martin
247,CASH_OUT,230.16,C0000458,25018.4,25006.89,M0000761,11377.87,11603.43,0,0,Charles Moore
248,CASH_OUT,929.27,C0001631,13740.04,13693.58,M0001591,51565.98,52476.66,0,0,Sarah Gonzalez
249,PAYMENT,6931.19,C0000538,1573.97,0.0,M0001119,1054.8,7847.37,0,0,James Miller
250,CASH_OUT,270.58,C0000819,11620.24,11606.71,M0000123,191.14,456.31,0,0,Michael Johnson
251,PAYMENT,4323.19,C0000513,547.29,0.0,M0000061,7962.68,12199.41,0,0,John Moore
252,PAYMENT,319.44,C0000252,464.41,144.97,M0000343,843.68,1156.73,0,0,David Anderson
253,TRANSFER,1233.76,C0000186,4245.26,4183.57,M0001569,207.68,1416.76,0,0,John Smith
254,TRANSFER,4445.62,C0001525,549.09,326.81,M0001438,10262.96,14619.67,0,0,Sarah Wilson
255,PAYMENT,16995.73,C0001274,266361.22,249365.49,M0000591,50181.26,66837.08,0,0,Karen Anderson
