step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
20,CASH_OUT,877.76,C0000357,6721.48,6677.59,M0001200,4583.92,5444.12,0,0,William Hernandez
21,DEBIT,22311.81,C0000358,1404.21,288.62,M0000763,5264.57,27130.14,0,0,Elizabeth Taylor
22,DEBIT,1008.55,C0001159,354.51,304.08,M0000251,718.55,1706.93,0,0,Joseph Thomas
23,DEBIT,627.14,C0001194,292.89,261.53,M0000850,883.48,1498.08,0,0,William Moore
24,DEBIT,55122.73,C0000009,44.46,0.0,M0000642,223.76,54244.04,0,0,Richard Rodriguez
25,PAYMENT,18407.79,C0000725,7377.63,0.0,M0001654,374.09,18413.72,0,0,William Thomas
26,PAYMENT,200.91,C0000795,9764.59,9563.68,M0001268,2460.05,2656.94,0,0,Barbara Miller
27,DEBIT,1606.76,C0001598,44281.82,44201.48,M0000331,293.96,1868.58,0,0,Karen Rodriguez
28,PAYMENT,6847.4,C0000658,5022.03,0.0,M0000668,1357.69,8068.14,0,0,Richard Wilson
29,CASH_OUT,587.44,C0001662,44.77,15.4,M0001658,28.56,604.25,0,0,Barbara Brown
30,CASH_OUT,472100.03,C0000708,560.91,0.0,M0000687,350.34,463008.37,0,0,Michael Johnson
31,CASH_OUT,2971.27,C0000672,5004.76,4856.2,M0001662,244.1,3155.94,0,0,Jennifer Brown
32,TRANSFER,547.82,C0000948,69922.1,69894.71,M0000637,17097.17,17634.03,0,0,Sarah Martinez
33,TRANSFER,1404.55,C0000592,6877.36,6807.13,M0001438,561.88,1938.34,0,0,Karen Garcia
34,CASH_OUT,156.54,C0000605,2510.73,2502.9,M0001256,1117.79,1271.2,0,0,Michael Taylor
35,TRANSFER,8655.65,C0000265,7094.11,6661.33,M0000159,18052.38,26534.92,0,0,John Taylor
36,TRANSFER,29099.26,C0000865,1307.47,0.0,M0001269,130.41,28647.68,0,0,Linda Gonzalez
37,TRANSFER,3960.72,C0000227,2188.7,1990.66,M0000817,673.45,4554.96,0,0,Karen Hernandez
38,PAYMENT,1870.82,C0001100,29.0,0.0,M0001186,257.84,2091.24,0,0,Richard Jones
39,TRANSFER,384.88,C0001194,1141.22,1121.98,M0000586,390.28,767.46,0,0,William Moore
40,DEBIT,957.23,C0000447,1627.25,1579.39,M0001221,3654.34,4592.43,0,0,Sarah Davis
41,DEBIT,291.74,C0001132,4810.74,4796.15,M0000203,336.68,622.59,0,0,Mary Martinez
42,TRANSFER,8368.87,C0001499,82733.25,82314.81,M0001249,1252.93,9454.42,0,0,Charles Anderson
43,PAYMENT,3039.72,C0000139,15161.21,12121.49,M0000422,280.57,3259.5,0,0,Karen Williams
44,TRANSFER,438.39,C0001023,4563.52,4541.6,M0001256,280.84,710.46,0,0,Charles Miller
45,CASH_OUT,6448.42,C0000606,4803.35,4480.93,M0001127,1206.45,7525.9,0,0,Robert Thomas
46,CASH_OUT,283.42,C0000672,5083.26,5069.09,M0000188,2442.76,2720.51,0,0,Jennifer Brown
47,DEBIT,45.84,C0000077,235738.44,235736.15,M0000030,141.24,186.16,0,0,James Davis
48,PAYMENT,237.2,C0000183,1358.52,1121.32,M0000519,38164.96,38397.42,0,0,Charles Rodriguez
49,TRANSFER,3710.7,C0000264,65.91,0.0,M0000674,6077.02,9713.51,0,0,William Rodriguez
50,PAYMENT,2442.11,C0000388,765.42,0.0,M0000673,535.64,2928.91,0,0,Linda Miller
51,PAYMENT,781.39,C0000962,108.39,0.0,M0001548,12639.83,13405.59,0,0,Elizabeth Jones
52,TRANSFER,5028.41,C0001299,1890.88,1639.46,M0001138,213.88,5141.72,0,0,Sarah Smith
53,DEBIT,10307.22,C0001628,15241.3,14725.94,M0001659,1301.82,11402.9,0,0,Thomas Taylor
54,PAYMENT,12482.9,C0001599,4060.83,0.0,M0001033,113288.69,125521.93,0,0,Barbara Brown
55,CASH_OUT,1220.81,C0001108,17421.67,17360.63,M0001315,1839.7,3036.09,0,0,David Smith
56,CASH_OUT,73.48,C0000364,8293.05,8289.38,M0000141,1454.94,1526.95,1,1,Richard Gonzalez
57,TRANSFER,1577.44,C0000993,1179.11,1100.24,M0001017,2109.47,3655.36,0,0,James Jackson
58,DEBIT,375.8,C0001384,2535.24,2516.45,M0001597,248.38,616.66,0,0,Karen Davis
59,TRANSFER,270.53,C0001655,20783.92,20770.39,M0000858,855.5,1120.62,0,0,Patricia Hernandez
60,DEBIT,46.34,C0001207,12454.2,12451.88,M0000957,719.33,764.74,0,0,Patricia Lopez
61,TRANSFER,353.33,C0000149,6978.47,6960.8,M0000236,36.61,382.87,0,0,Thomas Rodriguez
62,TRANSFER,556.16,C0001589,17953.69,17925.88,M0001446,28636.0,29181.04,0,0,Susan Gonzalez
63,DEBIT,17.15,C0000507,3679.03,3678.17,M0000092,511.3,528.11,0,0,David Johnson
64,CASH_OUT,112.7,C0000213,14800.72,14795.08,M0000613,580.26,690.71,0,0,Richard Lopez
65,CASH_OUT,299.22,C0000730,2435.95,2420.99,M0000350,498.87,792.11,0,0,Karen Martinez
66,PAYMENT,766.53,C0001022,1935.61,1169.08,M0001613,214.23,965.43,0,0,Thomas Rodriguez
67,TRANSFER,52177.64,C0001111,798866.52,796257.64,M0000789,3502.03,54636.12,0,0,Elizabeth Rodriguez
68,PAYMENT,2220.16,C0000139,9856.62,7636.46,M0000518,97.2,2272.96,0,0,Karen Williams
69,PAYMENT,2861.66,C0001147,71434.36,68572.7,M0000254,21932.76,24737.19,0,0,Jessica Taylor
70,TRANSFER,1034.28,C0001034,2387.06,2335.35,M0000799,584.68,1598.27,0,0,Elizabeth Gonzalez
71,PAYMENT,128.36,C0000806,4724.41,4596.05,M0001311,7554.36,7680.15,0,0,William Miller
72,PAYMENT,17305.06,C0000785,152664.09,135359.03,M0000334,4.46,16963.42,0,0,William Davis
73,TRANSFER,633.25,C0001157,874.79,843.13,M0000829,544.05,1164.64,0,0,Elizabeth Davis
74,DEBIT,10394.58,C0000495,12493.59,11973.86,M0001196,8867.28,19053.97,0,0,Linda Thomas
75,PAYMENT,909.53,C0000802,3603.16,2693.63,M0001369,314.82,1206.16,0,0,Barbara Taylor
76,CASH_OUT,4332.02,C0000754,25.43,0.0,M0000225,30.21,4275.59,0,0,David Miller
77,PAYMENT,118.07,C0000148,534.84,416.77,M0000640,1266.77,1382.48,0,0,Robert Hernandez
78,DEBIT,720.6,C0000699,3495.56,3459.53,M0000521,13728.61,14434.8,0,0,Elizabeth Smith
79,PAYMENT,506.36,C0000769,613.47,107.11,M0001450,86.92,583.15,0,0,Elizabeth Hernandez
80,DEBIT,38745.97,C0000268,33457.73,31520.43,M0000050,853.95,38825.0,0,0,William Johnson
81,CASH_OUT,8768.37,C0000106,2702.74,2264.32,M0001042,286.55,8879.55,0,0,Michael Jackson
82,TRANSFER,638.38,C0000531,5857.65,5825.73,M0001575,3163.51,3789.12,0,0,Joseph Gonzalez
83,PAYMENT,141466.78,C0000126,5482.38,0.0,M0000389,1525.05,140162.49,0,0,Charles Anderson
84,TRANSFER,790.0,C0001229,480.75,441.25,M0000701,243.74,1017.94,0,0,Charles Rodriguez
85,TRANSFER,2725.17,C0000354,5767.23,5630.97,M0001345,667.93,3338.6,0,0,Joseph Miller
86,CASH_OUT,727.74,C0000011,18029.68,17993.29,M0000504,277.53,990.72,0,0,Richard Thomas
87,DEBIT,20266.83,C0000490,7340.69,6327.35,M0001512,8530.68,28392.17,0,0,Joseph Moore
88,PAYMENT,551.51,C0001570,9158.36,8606.85,M0001126,1185.16,1725.64,0,0,Sarah Jackson
89,DEBIT,3145.36,C0001130,11312.32,11155.05,M0000079,20.79,3103.24,0,0,Sarah Thomas
90,PAYMENT,744.29,C0000394,1085.64,341.35,M0001564,491.37,1220.77,0,0,Joseph Gonzalez
91,CASH_OUT,15738.05,C0000138,2533.73,1746.83,M0001171,80.2,15503.49,0,0,Richard Hernandez
92,PAYMENT,12649.56,C0000095,2288.72,0.0,M0000880,1243.65,13640.22,0,0,John Lopez
93,DEBIT,5.96,C0000996,256.32,256.02,M0000532,198.23,204.07,0,0,Richard Anderson
94,TRANSFER,7101.37,C0000205,27622.45,27267.38,M0000464,1038.95,7998.29,0,0,Michael Martinez
95,PAYMENT,67.35,C0001446,5808.05,5740.7,M0001117,3122.96,3188.96,0,0,William Hernandez
96,DEBIT,1376.7,C0000492,539.88,471.04,M0001210,180.54,1529.71,0,0,Joseph Johnson
97,DEBIT,1882.26,C0001038,8285.46,8191.35,M0000033,159.02,2003.63,0,0,Patricia Jackson
98,CASH_OUT,248.65,C0001562,3407.58,3395.15,M0000022,249.55,493.23,0,0,Charles Hernandez
99,CASH_OUT,71.32,C0000375,3383.8,3380.23,M0000554,12631.75,12701.64,0,0,John Gonzalez
100,CASH_OUT,770.11,C0001551,17128.11,17089.6,M0000001,1882.65,2637.36,0,0,Charles Jackson
101,TRANSFER,320639.91,C0001234,24271.17,8239.17,M0001284,1990.82,316217.93,0,0,Karen Gonzalez
102,CASH_OUT,30547.0,C0001566,46578.96,45051.61,M0000966,127021.34,156957.4,0,0,Karen Anderson
103,CASH_OUT,27499.79,C0000913,426.02,0.0,M0000100,15652.03,42601.82,0,0,David Miller
104,TRANSFER,1192.06,C0000911,5823.43,5763.83,M0000786,2140.53,3308.75,0,0,Richard Wilson
105,CASH_OUT,1363.58,C0000693,10253091.71,10253023.53,M0001512,4164.88,5501.19,0,0,Charles Johnson
106,PAYMENT,8642.88,C0001575,10584.62,1941.74,M0001110,220355.85,228825.87,0,0,Michael Rodriguez
107,CASH_OUT,22.1,C0000295,1656.14,1655.04,M0001360,212.23,233.89,0,0,James Johnson
108,DEBIT,319.84,C0000425,337.34,321.35,M0001106,51.8,365.24,0,0,Mary Taylor
109,TRANSFER,350.71,C0001177,4347.86,4330.32,M0001457,1470.69,1814.39,0,0,Linda Wilson
110,CASH_OUT,547.45,C0001347,7415.55,7388.18,M0000061,250.36,786.86,0,0,Patricia Gonzalez
111,PAYMENT,4752.1,C0001306,16392.72,11640.62,M0000772,176.9,4833.96,0,0,Charles Smith
112,DEBIT,38382.16,C0001166,985.87,0.0,M0000693,272.96,37887.48,0,0,Richard Garcia
113,DEBIT,200.59,C0001127,2337.1,2327.07,M0000140,1045.81,1242.39,0,0,William Johnson
114,TRANSFER,5444.71,C0001458,183.11,0.0,M0001334,78322.43,83658.25,0,0,William Rodriguez
115,CASH_OUT,8.16,C0001294,7275.41,7275.0,M0000719,422.26,430.26,0,0,James Moore
116,DEBIT,2187.34,C0001263,988.39,879.02,M0000847,9302.0,11445.59,0,0,Michael Jones
117,PAYMENT,1405.0,C0000485,272.79,0.0,M0000372,58.12,1435.02,0,0,Barbara Brown
118,TRANSFER,9348.75,C0000969,7328.29,6860.85,M0000927,168.17,9329.94,0,0,Linda Jackson
119,CASH_OUT,660.09,C0001280,10464.38,10431.38,M0000709,127.03,773.92,0,0,Patricia Taylor
120,TRANSFER,800.75,C0000833,22002.27,21962.23,M0001520,3003.14,3787.88,0,0,Robert Martin
121,DEBIT,856.0,C0000574,1954.7,1911.9,M0000996,18143.9,18982.78,0,0,Charles Miller
122,DEBIT,196.17,C0001107,3505.53,3495.72,M0001072,1051.9,1244.15,0,0,David Taylor
123,PAYMENT,119.41,C0000144,4109.68,3990.27,M0001300,828.89,945.91,0,0,Mary Garcia
124,PAYMENT,645.26,C0000327,1000.45,355.19,M0000372,21711.57,22343.92,0,0,Richard Jackson
125,TRANSFER,899.55,C0000244,434.24,389.26,M0001163,161.86,1043.42,0,0,Joseph Anderson
126,TRANSFER,801.22,C0001239,3080.94,3040.88,M0000400,138.41,923.61,0,0,Sarah Thomas
127,TRANSFER,292.61,C0001429,984.6,969.97,M0000318,233.68,520.44,0,0,James Jackson
128,CASH_OUT,4195.16,C0000225,10538.41,10328.65,M0001418,3483.46,7594.72,0,0,Charles Brown
129,CASH_OUT,14708.22,C0001276,2179.53,1444.12,M0001455,175.69,14589.75,0,0,William Garcia
130,DEBIT,589.52,C0001086,19690.75,19661.27,M0001012,641.33,1219.06,0,0,Jennifer Smith
131,PAYMENT,2734.37,C0000336,3212.41,478.04,M0000877,60.59,2740.27,0,0,Mary Miller
132,CASH_OUT,6109.37,C0000900,4999.9,4694.43,M0000496,84.1,6071.28,0,0,Richard Johnson
133,DEBIT,505.62,C0001107,325.78,300.5,M0001339,91.8,587.31,0,0,David Taylor
134,TRANSFER,186.21,C0001618,599.91,590.6,M0001219,266.98,449.47,0,0,Sarah Hernandez
135,PAYMENT,1182.02,C0001382,431.45,0.0,M0001564,3172.37,4330.75,0,0,David Moore
136,PAYMENT,181.27,C0000023,1099.52,918.25,M0001467,40.16,217.8,0,0,David Jackson
137,PAYMENT,5943.79,C0000773,298.29,0.0,M0001519,156.35,5981.26,0,0,Sarah Davis
138,CASH_OUT,1438.0,C0000763,5954.63,5882.73,M0001245,203.87,1613.11,0,0,Patricia Moore
139,PAYMENT,804.71,C0000691,501.12,0.0,M0001054,743.21,1531.83,0,0,Susan Smith
140,TRANSFER,95.57,C0000935,11546.3,11541.52,M0000631,1013.31,1106.97,0,0,William Miller
141,PAYMENT,4277.69,C0001139,16429.7,12152.01,M0000414,986.06,5178.2,0,0,Mary Wilson
142,TRANSFER,2594.75,C0000607,731.35,601.61,M0000499,2552.48,5095.34,0,0,Mary Davis
143,CASH_OUT,12845.46,C0000829,5365.56,4723.29,M0000589,356.16,12944.71,0,0,Susan Moore
144,TRANSFER,489.83,C0001309,1212.58,1188.09,M0001196,1845.18,2325.21,0,0,James Anderson
145,TRANSFER,9944.87,C0000667,22835.47,22338.23,M0000002,2610.33,12356.3,0,0,Susan Garcia
146,CASH_OUT,34.5,C0001597,11629.93,11628.2,M0000736,58273.39,58307.2,0,0,Robert Jackson
147,CASH_OUT,163.17,C0001390,9008.79,9000.63,M0001279,11512.04,11671.95,0,0,David Martinez
148,TRANSFER,1017.23,C0000819,31752.85,31701.99,M0000885,483.06,1479.95,0,0,Michael Johnson
149,DEBIT,1120.08,C0001366,4206.41,4150.41,M0000662,188.8,1286.48,0,0,Robert Smith
150,PAYMENT,3928.41,C0000581,89525.08,85596.67,M0000945,79.72,3929.56,0,0,Jessica Miller
151,TRANSFER,198.13,C0001311,6022.29,6012.38,M0000244,1612.81,1806.98,0,0,Jessica Gonzalez
152,DEBIT,2792.62,C0000597,12607.33,12467.7,M0001131,1673.16,4409.93,0,0,Karen Rodriguez
153,CASH_OUT,1686.48,C0001278,4986.5,4902.18,M0001597,102.77,1755.52,0,0,Michael Taylor
154,PAYMENT,1747.59,C0001318,273.4,0.0,M0000383,9611.38,11324.02,0,0,John Johnson
155,DEBIT,2209.37,C0000130,701.99,591.52,M0000406,8841.59,11006.77,0,0,Elizabeth Johnson
156,TRANSFER,8.33,C0000875,1437.31,1436.89,M0001513,14289.62,14297.78,0,0,John Jones
157,TRANSFER,152175.24,C0000461,8975.89,1367.13,M0000898,121.33,149253.07,0,0,Joseph Hernandez
158,PAYMENT,475.94,C0001007,13948.88,13472.94,M0001021,5590.49,6056.91,0,0,John Davis
159,PAYMENT,308.98,C0001135,4986.51,4677.53,M0001249,1350.23,1653.03,0,0,William Rodriguez
160,DEBIT,1509.61,C0000394,29.48,0.0,M0001219,31671.62,33151.04,0,0,Joseph Gonzalez
161,DEBIT,278.68,C0000945,1101.29,1087.36,M0001048,303.29,576.4,0,0,Robert Martinez
162,DEBIT,441.92,C0000577,240.56,218.46,M0001347,111.17,544.25,0,0,Thomas Jackson
163,DEBIT,1557.13,C0000825,29990.89,29913.03,M0000249,1302.13,2828.12,0,0,Joseph Taylor
164,PAYMENT,250.58,C0001208,13244.22,12993.64,M0001406,137.94,383.51,0,0,Barbara Wilson
165,CASH_OUT,608.27,C0001545,1628.33,1597.92,M0000284,11081.35,11677.45,0,0,Elizabeth Thomas
166,PAYMENT,6034.29,C0000904,282.17,0.0,M0000664,1930.11,7843.71,0,0,Thomas Gonzalez
167,PAYMENT,377.07,C0001057,434.1,57.03,M0000108,2114.3,2483.83,0,0,David Taylor
168,PAYMENT,911.64,C0000070,1433.74,522.1,M0001336,1302.33,2195.74,0,0,Robert Martin
169,TRANSFER,1682.76,C0001504,446.1,361.96,M0000724,132.84,1781.94,0,0,Joseph Lopez
170,PAYMENT,347.88,C0000390,6467.45,6119.57,M0000397,79837.08,80178.0,0,0,Joseph Gonzalez
171,TRANSFER,425.64,C0001381,130340.41,130319.13,M0000717,118243.28,118660.41,0,0,Linda Jones
172,TRANSFER,9078.01,C0001219,6587.12,6133.22,M0000038,86.64,8983.09,0,0,William Garcia
173,DEBIT,113.09,C0000051,613.16,607.51,M0000702,200.38,311.21,0,0,Jessica Martin
174,PAYMENT,415.08,C0000987,1279.65,864.57,M0000537,1094.26,1501.04,0,0,Susan Miller
175,PAYMENT,320.07,C0000610,726.44,406.37,M0000555,1091.07,1404.74,0,0,Karen Gonzalez
176,CASH_OUT,5248.94,C0000487,801.22,538.77,M0001081,25.34,5169.3,0,0,Mary Jackson
177,DEBIT,1387.14,C0001658,2192.44,2123.08,M0001425,90.92,1450.32,0,0,Thomas Jones
178,TRANSFER,14243.99,C0000064,3919.36,3207.16,M0000898,1.81,13960.92,0,0,Elizabeth Thomas
179,DEBIT,682.46,C0000947,262.72,228.6,M0001148,115236.14,115904.95,0,0,Jessica Martinez
180,DEBIT,180.44,C0001567,61306.36,61297.34,M0000780,308.17,485.0,0,0,Jennifer Johnson
181,CASH_OUT,114.62,C0000654,4310.43,4304.7,M0000866,608.68,721.01,0,0,Thomas Garcia
182,TRANSFER,11211.81,C0000552,2059.42,1498.83,M0001378,317.78,11305.35,0,0,Robert Martinez
183,PAYMENT,3649.76,C0000100,120627.94,116978.18,M0000467,297.57,3874.33,0,0,Charles Wilson
184,TRANSFER,8.24,C0000929,202.99,202.58,M0000403,25109.95,25118.03,0,0,John Jackson
185,CASH_OUT,71.78,C0000816,806.18,802.59,M0000025,320.06,390.4,0,0,William Brown
186,DEBIT,3945.26,C0000413,601.73,404.47,M0001382,1305.67,5172.02,0,0,Joseph Hernandez
187,CASH_OUT,290.22,C0000803,156.41,141.9,M0000271,398.81,683.23,0,0,Jessica Hernandez
188,TRANSFER,1516.72,C0001310,774326.26,774250.42,M0001441,7268.3,8754.69,0,0,Karen Hernandez
189,TRANSFER,40.29,C0001094,275.66,273.65,M0000153,3526.64,3566.12,0,0,Patricia Anderson
190,PAYMENT,217.41,C0000574,1369.78,1152.37,M0000801,1615.18,1828.24,0,0,Charles Miller
191,DEBIT,87927.09,C0000246,1273.45,0.0,M0001049,441.23,86609.78,0,0,Joseph Smith
192,DEBIT,76.44,C0001444,4663.2,4659.38,M0000264,77.75,152.66,0,0,Elizabeth Lopez
193,TRANSFER,2511.06,C0000846,620.04,494.49,M0001253,25093.67,27554.51,0,0,Jennifer Anderson
194,DEBIT,563.24,C0000629,6017.03,5988.87,M0000041,3106.6,3658.58,0,0,Jennifer Miller
195,CASH_OUT,613.37,C0001599,2798.8,2768.13,M0000949,450.52,1051.62,0,0,Barbara Brown
196,DEBIT,163.5,C0001354,1298.27,1290.1,M0000020,943.33,1103.56,0,0,Sarah Thomas
197,TRANSFER,1232.35,C0000286,1994.34,1932.72,M0000774,381.72,1589.42,0,0,Karen Jackson
198,DEBIT,2242.17,C0000905,28347.45,28235.34,M0000967,59.03,2256.36,0,0,Thomas Smith
199,TRANSFER,6254.26,C0001340,7952.86,7640.15,M0000142,1386.41,7515.58,0,0,Susan Johnson
200,DEBIT,863.78,C0000330,4159.83,4116.64,M0000025,8934.47,9780.97,0,0,William Davis
201,TRANSFER,576.54,C0001571,8129.14,8100.31,M0000013,10624.86,11189.87,0,0,Karen Williams
202,DEBIT,871.89,C0001153,65.07,21.48,M0001577,19016.84,19871.29,0,0,John Rodriguez
203,PAYMENT,246.56,C0000179,18650.02,18403.46,M0001480,845.13,1086.76,0,0,Sarah Hernandez
204,CASH_OUT,220.08,C0000467,1112.05,1101.05,M0001127,2.73,218.41,0,0,Mary Jones
205,DEBIT,2303.36,C0000214,2867.77,2752.6,M0001660,191.53,2448.82,0,0,Mary Taylor
206,TRANSFER,4355.22,C0000739,5192.17,4974.41,M0001088,1325.05,5593.17,0,0,Elizabeth Davis
207,CASH_OUT,4715.74,C0001599,1525.56,1289.77,M0001278,9643.36,14264.79,0,0,Barbara Brown
208,DEBIT,825.75,C0000676,17166.21,17124.92,M0000299,6134.18,6943.42,0,0,Jennifer Lopez
209,PAYMENT,5985.49,C0000429,22255.28,16269.79,M0000026,148.81,6014.59,0,0,Elizabeth Hernandez
210,PAYMENT,2976.61,C0001369,70.65,0.0,M0001435,87.22,3004.3,0,0,Sarah Williams
211,DEBIT,1942.62,C0001595,3155.88,3058.75,M0000413,4792.47,6696.24,0,0,Robert Johnson
212,DEBIT,11948.8,C0001424,6630.4,6032.96,M0000891,294.1,12003.92,0,0,Linda Taylor
213,PAYMENT,621.91,C0001203,343.95,0.0,M0000413,1783.38,2392.85,0,0,Mary Miller
214,TRANSFER,1446.77,C0000646,27201.18,27128.84,M0000525,142.94,1560.77,0,0,Thomas Wilson
215,CASH_OUT,4846.48,C0000080,1392.24,1149.92,M0000656,3703.24,8452.79,0,0,Barbara Brown
216,CASH_OUT,4.54,C0000739,55.57,55.34,M0001589,3551.63,3556.08,0,0,Elizabeth Davis
217,DEBIT,1229.34,C0000810,167.91,106.44,M0000147,113.58,1318.33,0,0,Robert Johnson
218,TRANSFER,1399.51,C0000601,2182.26,2112.28,M0000607,821.2,2192.72,0,0,Richard Hernandez
219,TRANSFER,496.85,C0001576,92.19,67.35,M0001628,27780.63,28267.54,0,0,Susan Jones
220,TRANSFER,1800.78,C0000819,30111.66,30021.62,M0000782,3630.28,5395.04,0,0,Michael Johnson
221,TRANSFER,207.84,C0000179,2651.6,2641.21,M0000312,2879.42,3083.1,0,0,Sarah Hernandez
222,CASH_OUT,338.43,C0000202,4993.03,4976.11,M0000471,7281.59,7613.25,0,0,Joseph Martin
223,CASH_OUT,53105.07,C0000451,38633.01,35977.76,M0001374,290.67,52333.64,0,0,John Taylor
224,DEBIT,1025.16,C0001248,1008.56,957.3,M0000647,4983.61,5988.27,0,0,John Hernandez
225,TRANSFER,81.67,C0000886,2006.72,2002.64,M0000622,376.84,456.88,0,0,Barbara Jackson
226,TRANSFER,5910.33,C0000319,202.3,0.0,M0000832,27577.22,33369.34,0,0,Susan Garcia
227,CASH_OUT,3515.7,C0000209,3087.59,2911.8,M0001031,3042.66,6488.05,0,0,David Martin
228,TRANSFER,92.64,C0001643,1666.48,1661.85,M0001230,16088.72,16179.51,0,0,Linda Brown
229,PAYMENT,2232.61,C0000294,46.36,0.0,M0000689,13621.43,15809.39,0,0,Mary Johnson
230,CASH_OUT,185.67,C0001232,1827.15,1817.87,M0000738,1702.59,1884.55,0,0,Elizabeth Brown
231,CASH_OUT,1079.73,C0001223,162.89,108.9,M0001583,199.22,1257.36,0,0,Susan Smith
232,PAYMENT,842.57,C0001551,201.7,0.0,M0000719,63.66,889.38,0,0,Charles Jackson
233,TRANSFER,646.53,C0001078,202230.25,202197.92,M0000383,2978.79,3612.39,0,0,Elizabeth Williams
234,PAYMENT,4093.37,C0001623,792.2,0.0,M0001107,6950.08,10961.58,0,0,Joseph Miller
235,CASH_OUT,65.46,C0000579,8563.99,8560.72,M0001224,2196.26,2260.41,0,0,John Wilson
236,CASH_OUT,1628.9,C0001598,2748.81,2667.36,M0000774,268.74,1865.06,0,0,Karen Rodriguez
237,TRANSFER,303.28,C0000583,61356.46,61341.3,M0001425,762.77,1059.98,0,0,Thomas Lopez
238,CASH_OUT,989.7,C0000936,3279.09,3229.61,M0001444,241.79,1211.7,0,0,Barbara Martin
239,CASH_OUT,5515.54,C0000986,2222.61,1946.83,M0001025,20315.54,25720.77,0,0,Sarah Moore
240,CASH_OUT,977.74,C0000611,1060.69,1011.8,M0000476,234.29,1192.48,0,0,Mary Johnson
241,DEBIT,13215.37,C0001203,35276.02,34615.25,M0001455,2766.58,15717.64,0,0,Mary Miller
242,DEBIT,3322.22,C0000481,10307.03,10140.92,M0001387,3107.43,6363.21,0,0,Karen Garcia
243,TRANSFER,135.15,C0000380,6050.42,6043.66,M0001338,1781.25,1913.7,0,0,Jennifer Garcia
244,TRANSFER,8556.48,C0001316,35952.43,35524.61,M0001055,577.13,8962.48,0,0,David Rodriguez
245,DEBIT,1284.93,C0000441,2243.1,2178.85,M0001371,251.36,1510.59,0,0,Jessica Williams
246,DEBIT,6124.69,C0000671,89038.39,88732.16,M0000186,144.47,6146.67,0,0,Jennifer Anderson
247,TRANSFER,100532.34,C0001592,16421.58,11394.96,M0001053,5390.82,103912.51,0,0,John Thomas
248,TRANSFER,350.24,C0000199,11677.44,11659.93,M0001657,8036.82,8380.06,0,0,Jessica Lopez
249,PAYMENT,1614.99,C0000153,21341.54,19726.55,M0001560,632.53,2215.22,0,0,Sarah Brown
250,CASH_OUT,11787.7,C0001004,7131.83,6542.44,M0000802,2802.97,14354.92,0,0,Elizabeth Thomas
251,CASH_OUT,32964.1,C0001540,52.91,0.0,M0001026,681.85,32986.67,0,0,David Brown
252,TRANSFER,32.75,C0000957,7234.16,7232.52,M0000201,336.32,368.42,0,0,Jessica Miller
253,CASH_OUT,3036.92,C0001444,12913.76,12761.91,M0001351,582.01,3558.19,0,0,Elizabeth Lopez
254,DEBIT,1088.73,C0001264,47.17,0.0,M0001346,1162.39,2229.35,0,0,Jessica Taylor
