step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,personName
72,TRANSFER,7851.53,C0000941,4867.43,4474.85,M0001426,66.06,7760.56,0,0,Michael Thomas
73,TRANSFER,5846.19,C0001171,5804.19,5511.88,M0000390,40.98,5770.25,0,0,Barbara Thomas
74,DEBIT,4455.56,C0000014,2991.93,2769.15,M0001623,653.99,5020.44,0,0,Linda Jackson
75,CASH_OUT,26894.84,C0001062,2350.9,1006.16,M0000543,1534.01,27890.95,0,0,Thomas Williams
76,PAYMENT,433.8,C0000833,1229.18,795.38,M0001381,419.24,844.36,0,0,Robert Martin
77,TRANSFER,36762.47,C0000632,11428.29,9590.17,M0000062,4115.78,40143.0,0,0,Linda Jackson
78,PAYMENT,576.31,C0000429,580.21,3.9,M0000729,7478.91,8043.69,0,0,Elizabeth Hernandez
79,PAYMENT,27.55,C0000031,469.45,441.9,M0001309,11915.64,11942.64,0,0,Michael Williams
80,PAYMENT,9374.35,C0000778,16626.52,7252.17,M0001422,217.95,9404.81,0,0,Elizabeth Anderson
81,CASH_OUT,3527.79,C0000721,7820.48,7644.09,M0000967,5543.51,9000.74,0,0,Joseph Martin
82,TRANSFER,8907.34,C0001514,5575.86,5130.49,M0000763,3976.37,12705.56,0,0,Thomas Wilson
83,PAYMENT,6131.98,C0000748,222.65,0.0,M0000287,2014.84,8024.18,0,0,Michael Garcia
84,PAYMENT,2188.06,C0001425,1379.31,0.0,M0001521,204.66,2348.96,0,0,Mary Smith
85,TRANSFER,270.14,C0001421,6300.09,6286.58,M0001342,701.72,966.46,0,0,David Garcia
86,PAYMENT,300.53,C0001610,11683.56,11383.03,M0000034,870.71,1165.23,0,0,Jessica Miller
87,PAYMENT,2825.57,C0000741,13825.64,11000.07,M0001342,375.26,3144.32,0,0,John Rodriguez
88,DEBIT,26.96,C0000010,11307.92,11306.57,M0000639,1907.1,1933.52,0,0,Robert Smith
89,CASH_OUT,2430.7,C0000113,1282.23,1160.69,M0000166,2490.23,4872.32,0,0,Karen Martinez
90,DEBIT,3660.15,C0000336,2460.86,2277.85,M0001038,24244.56,27831.51,0,0,Mary Miller
91,CASH_OUT,7686.24,C0001097,612.91,228.6,M0001658,1182.49,8715.01,0,0,James Jackson
92,CASH_OUT,315.95,C0000441,2267.7,2251.9,M0000861,229.94,539.57,0,0,Jessica Williams
93,CASH_OUT,26.9,C0001329,3666.84,3665.5,M0001313,740.45,766.81,0,0,Susan Jones
94,PAYMENT,2286.83,C0001117,777.65,0.0,M0000136,3932.69,6173.78,0,0,Karen Lopez
95,CASH_OUT,37.38,C0000050,7466.33,7464.46,M0001237,8381.09,8417.72,0,0,Patricia Smith
96,DEBIT,4549.23,C0000834,45228.74,45001.28,M0001606,513.14,4971.39,0,0,Elizabeth Johnson
97,CASH_OUT,582.6,C0001462,12896.76,12867.63,M0001528,49716.34,50287.29,0,0,John Thomas
98,CASH_OUT,2829.71,C0000968,99.32,0.0,M0001287,1.77,2774.89,0,0,Joseph Miller
99,CASH_OUT,1217.75,C0001093,16207.1,16146.21,M0000016,3932.57,5125.96,0,0,John Jones
100,PAYMENT,18068.69,C0001409,35044.71,16976.02,M0000814,1066.1,18773.42,0,0,Elizabeth Rodriguez
101,PAYMENT,634.58,C0001373,12244.52,11609.94,M0001449,1881.34,2503.23,0,0,Linda Moore
102,TRANSFER,9397.71,C0000608,6146.91,5677.02,M0000423,6957.02,16166.78,0,0,David Gonzalez
103,TRANSFER,24925.56,C0001128,1241.6,0.0,M0001060,380.86,24807.91,0,0,John Martin
104,PAYMENT,198350.58,C0000613,14531.98,0.0,M0000069,791.01,195174.58,0,0,Linda Garcia
105,PAYMENT,24602.91,C0000537,244664.54,220061.63,M0001182,8376.21,32487.06,0,0,Karen Moore
106,PAYMENT,366.03,C0001371,39555.54,39189.51,M0000968,27295.71,27654.42,0,0,John Gonzalez
107,CASH_OUT,159.33,C0000805,27087.28,27079.31,M0000584,18531.89,18688.03,0,0,James Thomas
108,TRANSFER,419.87,C0000733,850.38,829.39,M0000656,2969.87,3381.34,0,0,Elizabeth Thomas
109,DEBIT,683.68,C0000448,50872.5,50838.32,M0001339,14818.14,15488.15,0,0,Michael Jackson
110,DEBIT,1204.33,C0001395,46.04,0.0,M0001078,5131.43,6311.67,0,0,Richard Jackson
111,DEBIT,3277.01,C0001094,221.77,57.92,M0000122,171.22,3382.69,0,0,Patricia Anderson
112,CASH_OUT,725.35,C0001446,222.59,186.32,M0001043,2281.53,2992.37,0,0,William Hernandez
113,CASH_OUT,4082.02,C0000628,1586.53,1382.43,M0001094,19.18,4019.56,0,0,Richard Jackson
114,TRANSFER,1535.6,C0000677,9701.92,9625.14,M0000776,338.62,1843.51,0,0,Linda Lopez
115,DEBIT,7926.45,C0000325,439.12,42.8,M0000055,8.38,7776.3,0,0,Michael Rodriguez
116,PAYMENT,12221.0,C0000997,19278.69,7057.69,M0000811,67.09,12043.67,0,0,Susan Wilson
117,TRANSFER,367.47,C0000803,1071.25,1052.88,M0001351,284.96,645.08,0,0,Jessica Hernandez
118,DEBIT,1158.59,C0001106,4356.76,4298.83,M0001458,1051.05,2186.47,0,0,David Taylor
119,DEBIT,1262.84,C0000535,6461.9,6398.76,M0000410,1182.77,2420.35,0,0,James Jackson
120,DEBIT,155.29,C0000868,5909.19,5901.43,M0001104,3407.4,3559.58,0,0,Barbara Hernandez
121,CASH_OUT,100957.84,C0001662,26234.77,21186.88,M0000167,239.78,99178.46,0,0,Barbara Brown
122,TRANSFER,13784.63,C0000369,491.79,0.0,M0000035,372.24,13881.18,0,0,Karen Hernandez
123,TRANSFER,1291.04,C0000977,5823.09,5758.54,M0000481,61754.41,63019.63,0,0,Linda Hernandez
124,TRANSFER,6507.41,C0000460,180.77,0.0,M0000747,1360.93,7738.19,0,0,James Lopez
125,DEBIT,126.42,C0001483,486.03,479.71,M0000764,202.19,326.08,0,0,Barbara Garcia
126,TRANSFER,1183.25,C0000169,298.01,238.85,M0001382,2579.76,3739.34,0,0,James Lopez
127,PAYMENT,61.67,C0001483,173.03,111.36,M0001111,2274.76,2335.2,0,0,Barbara Garcia
128,PAYMENT,7852.04,C0000319,18459.13,10607.09,M0000471,110.89,7805.89,0,0,Susan Garcia
129,CASH_OUT,1857.3,C0000526,212730.78,212637.92,M0000390,50593.4,52413.55,0,0,Elizabeth Miller
130,TRANSFER,448.79,C0000145,33893.0,33870.56,M0000479,652.83,1092.64,0,0,Jennifer Davis
131,CASH_OUT,2079.06,C0001100,104.33,0.38,M0000514,82.42,2119.9,0,0,Richard Jones
132,DEBIT,16968.67,C0000974,3996.9,3148.47,M0001341,16022.53,32651.83,0,0,Patricia Lopez
133,PAYMENT,402.82,C0000323,840.85,438.03,M0001307,876.14,1270.9,0,0,Michael Miller
134,DEBIT,745.16,C0000923,352.2,314.94,M0000676,172.2,902.46,0,0,Linda Smith
135,CASH_OUT,89.46,C0001378,17853.79,17849.32,M0000669,592.06,679.73,0,0,William Gonzalez
136,CASH_OUT,55.74,C0000607,7340.66,7337.87,M0001404,137.2,191.83,0,0,Mary Davis
137,DEBIT,110.65,C0001540,65.26,59.73,M0000047,1342.68,1451.12,0,0,David Brown
138,DEBIT,10990.58,C0000874,1900.37,1350.84,M0001212,782.91,11553.68,0,0,William Davis
139,PAYMENT,544.67,C0000003,11157.34,10612.67,M0001486,1380.64,1914.42,0,0,Joseph Gonzalez
140,PAYMENT,111.98,C0000548,2032.24,1920.26,M0000125,95.96,205.7,0,0,Richard Hernandez
141,CASH_OUT,2950.29,C0000782,645.81,498.3,M0001100,7607.22,10498.5,0,0,Richard Garcia
142,PAYMENT,8355.18,C0001597,7601.12,0.0,M0000531,79.91,8267.99,0,0,Robert Jackson
143,PAYMENT,1852.88,C0000343,4077.83,2224.95,M0000468,2401.03,4216.85,0,0,Thomas Lopez
144,DEBIT,15526.05,C0000356,1719.5,943.2,M0000959,641.23,15856.76,0,0,Michael Thomas
145,DEBIT,8241.84,C0001630,179387.53,178975.44,M0001203,2308.43,10385.43,0,0,William Taylor
146,DEBIT,59.31,C0000332,2266.92,2263.95,M0001087,607.55,665.67,0,0,Patricia Rodriguez
147,DEBIT,478.72,C0000035,111211.28,111187.34,M0001602,2269.1,2738.25,0,0,Patricia Davis
148,TRANSFER,4382.53,C0001569,661.58,442.45,M0000486,24583.99,28878.87,0,0,Richard Davis
149,DEBIT,5951.26,C0001228,4397.92,4100.36,M0001587,10786.61,16618.84,0,0,David Jackson
150,CASH_OUT,1156.03,C0000230,2500.48,2442.68,M0000370,5628.38,6761.29,0,0,Susan Miller
151,DEBIT,13202.68,C0001139,5895.67,5235.54,M0001190,79.12,13017.75,0,0,Mary Wilson
152,CASH_OUT,2449.94,C0000261,120.64,0.0,M0001102,8895.71,11296.65,0,0,Joseph Jackson
153,PAYMENT,8841.0,C0000004,1369.91,0.0,M0001266,10.32,8674.5,0,0,Elizabeth Miller
154,TRANSFER,619.85,C0000532,4175.86,4144.87,M0000832,1818.44,2425.89,0,0,Charles Thomas
155,TRANSFER,971.02,C0001571,3812.22,3763.67,M0001154,5295.43,6247.03,0,0,Karen Williams
156,CASH_OUT,914.1,C0000942,1217.56,1171.86,M0000093,1410.32,2306.14,0,0,Elizabeth Smith
157,TRANSFER,42370.71,C0001523,6608.89,4490.35,M0000887,296.83,41820.13,0,0,John Moore
158,CASH_OUT,1677.04,C0001406,1088.66,1004.81,M0000480,218.35,1861.85,0,0,John Johnson
159,PAYMENT,39.16,C0001311,152.55,113.39,M0000623,2372.89,2411.27,0,0,Jessica Gonzalez
160,DEBIT,125.17,C0000238,1877.4,1871.14,M0001553,3046.35,3169.02,0,0,David Rodriguez
161,DEBIT,24.45,C0001304,386.56,385.34,M0000239,409.66,433.62,0,0,David Lopez
162,CASH_OUT,514.09,C0000190,23414.84,23389.14,M0001646,1703.25,2207.06,0,0,Patricia Garcia
163,TRANSFER,9106.28,C0000703,88.85,0.0,M0001657,1447.58,10371.73,0,0,Robert Hernandez
164,PAYMENT,542.94,C0000151,16.99,0.0,M0001195,2659.82,3191.9,0,0,Linda Martin
165,DEBIT,3663.59,C0000438,37413.95,37230.77,M0000515,2683.09,6273.41,0,0,Linda Johnson
166,DEBIT,902.07,C0000665,627.06,581.96,M0000783,58.8,942.83,0,0,Jessica Jackson
167,CASH_OUT,1567.57,C0000537,1759.43,1681.05,M0000466,217.76,1753.98,0,0,Karen Moore
168,DEBIT,1944.76,C0000192,748.45,651.21,M0001362,49491.55,51397.41,0,0,Elizabeth Wilson
169,TRANSFER,30346.8,C0000834,22530.36,21013.02,M0000352,930.23,30670.09,0,0,Elizabeth Johnson
170,TRANSFER,3781.48,C0001658,1345.67,1156.6,M0000379,658.07,4363.92,0,0,Thomas Jones
171,DEBIT,296.27,C0000935,8766.58,8751.77,M0000832,3227.01,3517.35,0,0,William Miller
172,DEBIT,44.62,C0000468,766.15,763.92,M0000353,25.33,69.06,0,0,Robert Moore
173,CASH_OUT,287.28,C0001603,18327.05,18312.69,M0001148,717.4,998.93,0,0,Joseph Rodriguez
174,CASH_OUT,230.46,C0000721,10850.1,10838.58,M0001249,354.57,580.42,0,0,Joseph Martin
175,TRANSFER,313.01,C0000018,6397.92,6382.27,M0000436,341.07,647.82,0,0,John Miller
176,CASH_OUT,839.71,C0000527,8723.28,8681.29,M0001338,2823.58,3646.5,0,0,James Brown
177,PAYMENT,2634.04,C0000662,45148.27,42514.23,M0000148,26516.38,29097.74,0,0,William Martinez
178,PAYMENT,774.24,C0000939,63468.03,62693.79,M0000341,4.64,763.4,0,0,William Miller
179,PAYMENT,5113.44,C0000784,113.12,0.0,M0000065,710.19,5721.36,0,0,Richard Garcia
180,PAYMENT,105.65,C0000910,211333.08,211227.43,M0001545,2639.23,2742.77,0,0,Sarah Brown
181,PAYMENT,1874.65,C0000050,1409.54,0.0,M0000863,1649.96,3487.12,0,0,Patricia Smith
182,PAYMENT,5677.68,C0000731,1514.17,0.0,M0000384,677.23,6241.36,0,0,Jennifer Garcia
183,DEBIT,7537.83,C0000530,976.86,599.97,M0000754,2489.56,9876.63,0,0,Joseph Thomas
184,PAYMENT,5810.51,C0000417,3240.26,0.0,M0000261,4110.12,9804.42,0,0,Elizabeth Miller
185,DEBIT,1289.14,C0000203,1265.62,1201.16,M0001223,2386.39,3649.75,0,0,Joseph Rodriguez
186,CASH_OUT,6.21,C0000962,1236.56,1236.25,M0000049,2451.56,2457.65,0,0,Elizabeth Jones
187,DEBIT,492.63,C0000946,93.49,68.86,M0001147,2946.04,3428.82,0,0,James Jones
188,PAYMENT,1116.35,C0000252,476.7,0.0,M0001545,94.47,1188.49,0,0,David Anderson
189,PAYMENT,585.58,C0000061,54349.18,53763.6,M0001463,8789.66,9363.53,0,0,John Rodriguez
190,TRANSFER,336.93,C0000895,43243.97,43227.12,M0001351,452.05,782.24,0,0,Michael Thomas
191,PAYMENT,7286.8,C0000683,94523.5,87236.7,M0001181,101541.92,108682.98,0,0,Thomas Lopez
192,TRANSFER,627.72,C0000648,13596.75,13565.36,M0000298,3497.85,4113.02,0,0,John Thomas
193,CASH_OUT,8720.59,C0000812,153.24,0.0,M0001579,688.84,9235.02,0,0,David Hernandez
194,DEBIT,12478.12,C0001150,7164.83,6540.92,M0000683,24379.94,36608.5,0,0,Patricia Taylor
195,PAYMENT,463.52,C0000238,2442.55,1979.03,M0000307,2643.54,3097.79,0,0,David Rodriguez
196,DEBIT,11.39,C0000421,25.94,25.37,M0000466,266.15,277.31,0,0,Patricia Jackson
197,PAYMENT,6276.26,C0000235,2123.94,0.0,M0000773,967.36,7118.09,0,0,Sarah Brown
198,CASH_OUT,12373.65,C0001203,872.95,254.27,M0001002,136.5,12262.68,0,0,Mary Miller
199,PAYMENT,310.55,C0000154,94306.28,93995.73,M0000175,5177.76,5482.1,0,0,William Hernandez
200,PAYMENT,1297.61,C0000593,945.02,0.0,M0001275,182.55,1454.21,0,0,Elizabeth Moore
201,PAYMENT,22886.42,C0000046,174760.03,151873.61,M0001076,706.45,23135.14,0,0,Jennifer Lopez
202,TRANSFER,90966.75,C0001172,4430.34,0.0,M0001302,79.6,89227.02,0,0,John Wilson
203,PAYMENT,3900.45,C0000067,516.51,0.0,M0001596,8.54,3830.98,0,0,David Martinez
204,DEBIT,1479.58,C0001372,82883.13,82809.15,M0000521,3798.48,5248.47,0,0,Karen Jackson
205,CASH_OUT,1015.32,C0001206,3170.89,3120.12,M0001366,1220.16,2215.17,0,0,Michael Taylor
206,CASH_OUT,949.28,C0001535,6314.34,6266.88,M0000865,317.01,1247.3,0,0,John Gonzalez
207,CASH_OUT,40.47,C0001415,2672.72,2670.7,M0000590,1566.78,1606.44,0,0,James Gonzalez
208,DEBIT,670.45,C0001076,5675.37,5641.85,M0001436,11520.27,12177.31,0,0,William Martin
209,PAYMENT,283.0,C0000281,130.28,0.0,M0000959,1982.55,2259.89,0,0,Susan Moore
210,TRANSFER,509.35,C0000806,34718.73,34693.26,M0000423,1265.52,1764.68,0,0,William Miller
211,DEBIT,2625.82,C0000169,702.35,571.06,M0001508,11719.41,14292.71,0,0,James Lopez
212,DEBIT,1211.84,C0001584,56413.76,56353.17,M0001528,267.89,1455.49,0,0,Joseph Martin
213,DEBIT,4767.82,C0001316,9119.01,8880.62,M0000158,3331.92,8004.38,0,0,David Rodriguez
214,TRANSFER,45409.05,C0000934,44409.6,42139.15,M0000790,66.07,44566.94,0,0,Michael Williams
215,PAYMENT,149.18,C0000932,283.67,134.49,M0001342,118.08,264.28,0,0,Barbara Anderson
216,CASH_OUT,322.57,C0000798,478.77,462.64,M0000375,644.11,960.23,0,0,Robert Johnson
217,DEBIT,6151.12,C0000611,27136.09,26828.53,M0001181,465.94,6494.04,0,0,Mary Johnson
218,DEBIT,6836.65,C0001364,295.25,0.0,M0000657,279.91,6979.83,0,0,Jennifer Johnson
219,DEBIT,119.43,C0000937,17987.19,17981.22,M0000917,287.45,404.49,0,0,Jessica Thomas
220,PAYMENT,25308.98,C0000532,2987.64,0.0,M0001099,57818.15,82620.95,0,0,Charles Thomas
221,TRANSFER,18.97,C0000928,83.21,82.26,M0000372,287.22,305.81,0,0,Thomas Martin
222,DEBIT,197.63,C0000806,3551.18,3541.3,M0000112,145.2,338.88,0,0,William Miller
223,TRANSFER,1755.77,C0000451,9613.06,9525.27,M0000526,5643.06,7363.71,0,0,John Taylor
224,TRANSFER,67985.29,C0001406,655.31,0.0,M0001147,117.84,66743.42,0,0,John Johnson
225,DEBIT,1224.75,C0001531,13736.28,13675.04,M0001515,830.69,2030.94,0,0,Thomas Lopez
226,CASH_OUT,2705.21,C0000725,1474.11,1338.85,M0001199,1120.24,3771.35,0,0,William Thomas
227,PAYMENT,24.19,C0000048,23170.65,23146.46,M0000012,178.79,202.5,0,0,Jessica Martinez
228,PAYMENT,23023.03,C0000598,15915.98,0.0,M0000576,2708.42,25270.99,0,0,Jessica Thomas
229,CASH_OUT,8883.62,C0001471,1186.69,742.51,M0001279,8396.12,17102.07,0,0,Sarah Moore
230,PAYMENT,37242.25,C0000363,49788.4,12546.15,M0001035,845.36,37342.76,0,0,Thomas Hernandez
231,TRANSFER,113.58,C0000435,2653.11,2647.43,M0000602,291.48,402.79,0,0,Patricia Gonzalez
232,DEBIT,5067.83,C0000476,28284.65,28031.26,M0001600,115.06,5081.53,0,0,Patricia Lopez
233,TRANSFER,859.31,C0000525,9170.38,9127.41,M0001487,29.22,871.34,0,0,William Moore
234,TRANSFER,2423.81,C0001001,96190.58,96069.39,M0000290,191.94,2567.27,0,0,Thomas Johnson
235,TRANSFER,1359.99,C0000108,452.69,384.69,M0001341,1034.96,2367.75,0,0,Elizabeth Moore
236,CASH_OUT,467.92,C0000558,43095.79,43072.39,M0000904,255.97,714.53,0,0,Charles Taylor
237,CASH_OUT,43953.91,C0000238,1777.68,0.0,M0001410,425.61,43500.44,0,0,David Rodriguez
238,DEBIT,15751.04,C0001093,64240.25,63452.7,M0001634,5234.6,20670.62,0,0,John Jones
239,DEBIT,540.69,C0001310,5555.94,5528.91,M0000516,479.18,1009.06,0,0,Karen Hernandez
240,TRANSFER,1050.16,C0001586,851.62,799.11,M0000285,9587.57,10616.73,0,0,Richard Wilson
241,CASH_OUT,445.97,C0000286,21346.42,21324.12,M0001586,608.44,1045.49,0,0,Karen Jackson
242,DEBIT,136.57,C0000142,5844.21,5837.38,M0001558,2953.86,3087.7,0,0,Jessica Williams
243,CASH_OUT,21299.56,C0001246,137.83,0.0,M0001567,488.27,21361.84,0,0,Sarah Martinez
244,DEBIT,55194.84,C0000698,23779.18,21019.44,M0000015,115.29,54206.23,0,0,Thomas Wilson
245,TRANSFER,56.4,C0000394,3986.63,3983.81,M0000453,3517.17,3572.44,0,0,Joseph Gonzalez
246,PAYMENT,2520.19,C0000294,2951.82,431.63,M0000279,3594.84,6064.63,0,0,Mary Johnson
247,TRANSFER,209.23,C0001303,1160.73,1150.27,M0000197,180.12,385.17,0,0,Robert Hernandez
248,CASH_OUT,408.66,C0000670,8731.33,8710.9,M0000322,115.33,515.82,0,0,Joseph Taylor
249,CASH_OUT,13.57,C0000922,344.89,344.21,M0001503,1962.06,1975.36,0,0,Susan Anderson
250,TRANSFER,184.5,C0001044,13809.85,13800.62,M0001469,4.14,184.95,0,0,Linda Hernandez
251,PAYMENT,1099.98,C0000375,108404.1,107304.12,M0001106,2315.45,3393.43,0,0,John Gonzalez
252,PAYMENT,23.29,C0000647,96684.77,96661.48,M0001047,612.34,635.16,0,0,Jessica Garcia
253,PAYMENT,3976.54,C0000211,8574.55,4598.01,M0001511,3867.11,7764.12,0,0,Barbara Williams
254,CASH_OUT,60689.79,C0000173,359.93,0.0,M0001636,480.88,59956.87,0,0,Robert Gonzalez
255,DEBIT,4768.89,C0001060,293.77,55.33,M0001412,7193.18,11866.69,0,0,John Thomas
